property_url,property_title,property_location,property_size,property_room_type,property_price,estimated_monthly_rent,comparable_count
https://www.idealista.pt/en/imovel/33907990/,"T2 flat in rua do Passadiço, Campo de Santana - Santa Marta, Santo António","rua do Passadiço, Campo de Santana - Santa Marta, Santo António",50.0,T2,"300,000€",1948.3333333333333,6
https://www.idealista.pt/en/imovel/33780968/,"T2 flat in rua Heróis de Quionga, Nn, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios","rua Heróis de Quionga, Nn, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",55.0,T2,"285,000€",1777.1666666666667,6
https://www.idealista.pt/en/imovel/33871132/,"T1 flat in rua de Santo Amaro, 21, Lapa, Estrela","rua de Santo Amaro, 21, Lapa, Estrela",40.0,T1,"245,000€",1803.5714285714287,14
https://www.idealista.pt/en/imovel/33750712/,"T2 flat in rua Lopes, Alto de São João - Alto do Varejão, Penha de França","rua Lopes, Alto de São João - Alto do Varejão, Penha de França",70.0,T2,"250,000€",1734.5714285714287,7
https://www.idealista.pt/en/imovel/33966386/,"T2 flat in Santos-o-Velho - Madragoa, Estrela","Santos-o-Velho - Madragoa, Estrela",50.0,T2,"270,000€299,000 €10%",2476.0,14
https://www.idealista.pt/en/imovel/33772698/,"T2 flat in travessa do Oleiro, 17, Santa Catarina, Misericórdia","travessa do Oleiro, 17, Santa Catarina, Misericórdia",57.0,T2,"288,000€",2412.285714285714,7
https://www.idealista.pt/en/imovel/33119789/,"T2 flat in rua da Madalena, Baixa, Santa Maria Maior","rua da Madalena, Baixa, Santa Maria Maior",66.0,T2,"290,000€",3188.2285714285713,35
https://www.idealista.pt/en/imovel/33164642/,"T2 flat in estrada dos Prazeres, Prazeres - Maria Pia, Campo de Ourique","estrada dos Prazeres, Prazeres - Maria Pia, Campo de Ourique",65.0,T2,"275,000€",2018.9,10
https://www.idealista.pt/en/imovel/33791667/,"T2 flat in travessa do Zagalo, 19, São Vicente de Fora, São Vicente","travessa do Zagalo, 19, São Vicente de Fora, São Vicente",42.0,T2,"220,000€",1637.5,4
https://www.idealista.pt/en/imovel/33059426/,"T2 flat in estrada dos Prazeres, Prazeres - Maria Pia, Campo de Ourique","estrada dos Prazeres, Prazeres - Maria Pia, Campo de Ourique",77.0,T2,"275,000€",2032.111111111111,9
https://www.idealista.pt/en/imovel/33831271/,"T2 flat in beco Birbantes, 25, Pena, Arroios","beco Birbantes, 25, Pena, Arroios",74.0,T2,"275,000€285,000 €4%",2507.5454545454545,11
https://www.idealista.pt/en/imovel/33750659/,"T2 flat in travessa do Oleiro, Santa Catarina, Misericórdia","travessa do Oleiro, Santa Catarina, Misericórdia",57.0,T2,"288,000€",2412.285714285714,7
https://www.idealista.pt/en/imovel/33220551/,"T2 flat in rua Guarda Jóias,, Boa Hora, Ajuda","rua Guarda Jóias,, Boa Hora, Ajuda",68.0,T2,"205,000€",1650.0,1
https://www.idealista.pt/en/imovel/33572164/,"T1 flat in rua Cidade da Horta, 8, Estefânia, São Jorge de Arroios, Arroios","rua Cidade da Horta, 8, Estefânia, São Jorge de Arroios, Arroios",47.0,T1,"175,000€",1750.0,1
https://www.idealista.pt/en/imovel/33034841/,"T2 flat in estrada dos Prazeres, Prazeres - Maria Pia, Campo de Ourique","estrada dos Prazeres, Prazeres - Maria Pia, Campo de Ourique",77.0,T2,"275,000€",2032.111111111111,9
https://www.idealista.pt/en/imovel/33773682/,"T1 flat in rua Santos Pinto, Lapa, Estrela","rua Santos Pinto, Lapa, Estrela",50.0,T1,"290,000€",1875.0,2
https://www.idealista.pt/en/imovel/33850250/,"T1 flat in Santos-o-Velho - Madragoa, Estrela","Santos-o-Velho - Madragoa, Estrela",50.0,T1,"270,000€",1875.0,2
https://www.idealista.pt/en/imovel/33967223/,"T1 flat in rua do Vale de Santo António, São Vicente de Fora, São Vicente","rua do Vale de Santo António, São Vicente de Fora, São Vicente",40.0,T1,"299,900€",1116.6666666666667,6
https://www.idealista.pt/en/imovel/33886530/,"T2 flat in travessa do Oleiro, Santa Catarina, Misericórdia","travessa do Oleiro, Santa Catarina, Misericórdia",57.0,T2,"288,000€",2412.285714285714,7
https://www.idealista.pt/en/imovel/32813012/,"T1 flat in Alfama, Santa Maria Maior","Alfama, Santa Maria Maior",42.0,T1,"219,500€",2335.9473684210525,19
https://www.idealista.pt/en/imovel/32568986/,"T2 flat in Alfama, Santa Maria Maior","Alfama, Santa Maria Maior",56.0,T2,"300,000€",3188.2285714285713,35
https://www.idealista.pt/en/imovel/33015058/,"T2 flat in rua de São Pedro Mártir, Mouraria - Castelo, Santa Maria Maior","rua de São Pedro Mártir, Mouraria - Castelo, Santa Maria Maior",55.0,T2,"285,000€",3188.2285714285713,35
https://www.idealista.pt/en/imovel/33596805/,"T2 flat in Bica, Misericórdia","Bica, Misericórdia",60.0,T2,"295,000€",2412.285714285714,7
https://www.idealista.pt/en/imovel/33932700/,"T2 flat in Estrada de Benfica, São Domingos de Benfica","Estrada de Benfica, São Domingos de Benfica",47.0,T2,"285,000€",1506.076923076923,13
https://www.idealista.pt/en/imovel/33077474/,"T1 flat in Lapa, Estrela","Lapa, Estrela",50.0,T1,"299,000€",1875.0,2
https://www.idealista.pt/en/imovel/32401970/,"T2 flat in Graça, São Vicente","Graça, São Vicente",61.0,T2,"250,000€",2136.8333333333335,6
https://www.idealista.pt/en/imovel/33927261/,"T2 flat in travessa Alcaide, 16, Santa Catarina, Misericórdia","travessa Alcaide, 16, Santa Catarina, Misericórdia",75.0,T2,"269,000€",2677.2,5
https://www.idealista.pt/en/imovel/33737730/,"T2 flat in Alto de Santo Amaro, Alcântara","Alto de Santo Amaro, Alcântara",74.0,T2,"295,000€",1691.6666666666667,6
https://www.idealista.pt/en/imovel/33895242/,"T1 flat in Centro, Belém","Centro, Belém",40.0,T1,"280,000€290,000 €3%",1295.0,1
https://www.idealista.pt/en/imovel/33113830/,"T2 flat in rua Penha de França, Centro, Penha de França","rua Penha de França, Centro, Penha de França",82.0,T2,"285,000€",2291.6666666666665,3
https://www.idealista.pt/en/imovel/33882150/,"T1 flat in rua de São Bento, Príncipe Real - São Bento, Misericórdia","rua de São Bento, Príncipe Real - São Bento, Misericórdia",46.0,T1,"250,000€290,000 €14%",2133.3333333333335,3
https://www.idealista.pt/en/imovel/33425899/,"T2 flat in Pena, Arroios","Pena, Arroios",80.0,T2,"253,000€",5000.0,1
https://www.idealista.pt/en/imovel/33861608/,"T2 flat in travessa João Alves, Rio Seco - Casalinho, Ajuda","travessa João Alves, Rio Seco - Casalinho, Ajuda",59.0,T2,"290,000€",1650.0,1
https://www.idealista.pt/en/imovel/32973030/,"T2 flat in rua Engenheiro Paulo Barros, Bairro de Santa Cruz, Benfica","rua Engenheiro Paulo Barros, Bairro de Santa Cruz, Benfica",53.0,T2,"210,000€",1506.076923076923,13
https://www.idealista.pt/en/imovel/33746760/,"T2 flat in beco da Verónica, 3, São Vicente de Fora, São Vicente","beco da Verónica, 3, São Vicente de Fora, São Vicente",45.0,T2,"229,000€",1761.5,6
https://www.idealista.pt/en/imovel/33886997/,"T2 flat in Santa Catarina, Misericórdia","Santa Catarina, Misericórdia",57.0,T2,"288,000€",2412.285714285714,7
https://www.idealista.pt/en/imovel/33789599/,"T2 flat in Baixa, Santa Maria Maior","Baixa, Santa Maria Maior",72.0,T2,"299,000€",2917.5,30
https://www.idealista.pt/en/imovel/33059145/,"T2 flat in Prazeres - Maria Pia, Campo de Ourique","Prazeres - Maria Pia, Campo de Ourique",72.0,T2,"275,000€",2032.111111111111,9
https://www.idealista.pt/en/imovel/32591572/,"T1 flat in Avenida do Uruguai, Benfica","Avenida do Uruguai, Benfica",42.0,T1,"265,000€",1955.5,4
https://www.idealista.pt/en/imovel/33914485/,"T2 flat in rua David Lopes, Alto de São João - Alto do Varejão, Penha de França","rua David Lopes, Alto de São João - Alto do Varejão, Penha de França",65.0,T2,"288,000€",1734.5714285714287,7
https://www.idealista.pt/en/imovel/33244861/,"T1 flat in rua do Passadiço, 96, Campo de Santana - Santa Marta, Santo António","rua do Passadiço, 96, Campo de Santana - Santa Marta, Santo António",50.0,T1,"255,000€",2200.0,1
https://www.idealista.pt/en/imovel/33120703/,"T2 flat in rua da Madalena, 90, Baixa, Santa Maria Maior","rua da Madalena, 90, Baixa, Santa Maria Maior",67.0,T2,"290,000€",3188.2285714285713,35
https://www.idealista.pt/en/imovel/33618417/,"T2 flat in Arneiros, Benfica","Arneiros, Benfica",75.0,T2,"295,000€",1387.1818181818182,11
https://www.idealista.pt/en/imovel/29027816/,"T2 flat in Anjos, Arroios","Anjos, Arroios",70.0,T2,"290,000€",2507.5454545454545,11
https://www.idealista.pt/en/imovel/33653372/,"T1 flat in travessa Giestal, Nn, Alto de Alcântara, Alcântara","travessa Giestal, Nn, Alto de Alcântara, Alcântara",40.0,T1,"245,000€",1604.0,3
https://www.idealista.pt/en/imovel/33249300/,"T2 flat in rua Borges Grainha, 38, Centro, Penha de França","rua Borges Grainha, 38, Centro, Penha de França",55.0,T2,"260,000€",1934.0,14
https://www.idealista.pt/en/imovel/33840325/,"Duplex in avenida General Roçadas, Centro, Penha de França","avenida General Roçadas, Centro, Penha de França",74.0,T2,"267,500€Parking included",1978.923076923077,13
https://www.idealista.pt/en/imovel/33739267/,"T1 flat in rua da Arrábida, Nn, Santa Isabel, Campo de Ourique","rua da Arrábida, Nn, Santa Isabel, Campo de Ourique",40.0,T1,"179,000€",1563.5,10
https://www.idealista.pt/en/imovel/33746770/,"T1 flat in rua da Atalaia, 110, Bairro Alto, Misericórdia","rua da Atalaia, 110, Bairro Alto, Misericórdia",43.0,T1,"197,000€",1464.0,5
https://www.idealista.pt/en/imovel/33891400/,"T2 flat in travessa do Oleiro, Santa Catarina, Misericórdia","travessa do Oleiro, Santa Catarina, Misericórdia",41.0,T2,"288,000€",2500.0,3
https://www.idealista.pt/en/imovel/33905805/,"T1 flat in Lapa, Estrela","Lapa, Estrela",40.0,T1,"249,500€",1803.5714285714287,14
https://www.idealista.pt/en/imovel/31301952/,"T2 flat in Alfama, Santa Maria Maior","Alfama, Santa Maria Maior",79.0,T2,"290,000€",2665.5555555555557,9
https://www.idealista.pt/en/imovel/33547441/,"T2 flat in Pena, Arroios","Pena, Arroios",71.0,T2,"285,000€",2507.5454545454545,11
https://www.idealista.pt/en/imovel/32973902/,"T2 flat in São Vicente de Fora, São Vicente","São Vicente de Fora, São Vicente",70.0,T2,"280,000€",1761.5,6
https://www.idealista.pt/en/imovel/33765250/,"T2 flat in rua da Penha de França, 258, Centro, Penha de França","rua da Penha de França, 258, Centro, Penha de França",72.0,T2,"290,000€",1934.0,14
https://www.idealista.pt/en/imovel/33545220/,"T2 flat in travessa Moinho Velho, 5, Boa Hora, Ajuda","travessa Moinho Velho, 5, Boa Hora, Ajuda",54.0,T2,"280,000€",1650.0,1
https://www.idealista.pt/en/imovel/33970104/,"T2 flat in travessa das Mónicas, Graça, São Vicente","travessa das Mónicas, Graça, São Vicente",80.0,T2,"280,000€",2027.0,2
https://www.idealista.pt/en/imovel/33602234/,"T2 flat in Centro, Penha de França","Centro, Penha de França",70.0,T2,"249,000€259,000 €4%",1934.0,14
https://www.idealista.pt/en/imovel/33479958/,"T2 flat in Mouraria - Castelo, Santa Maria Maior","Mouraria - Castelo, Santa Maria Maior",60.0,T2,"247,000€",3188.2285714285713,35
https://www.idealista.pt/en/imovel/33936382/,"T2 flat in rua Abel Botelho, 5, Estrada de Benfica, São Domingos de Benfica","rua Abel Botelho, 5, Estrada de Benfica, São Domingos de Benfica",58.0,T2,"245,000€",1506.076923076923,13
https://www.idealista.pt/en/imovel/33418991/,"T2 flat in Beato, Lisboa","Beato, Lisboa",75.0,T2,"289,000€",1809.8333333333333,6
https://www.idealista.pt/en/imovel/33097996/,"T1 flat in São Vicente de Fora, São Vicente","São Vicente de Fora, São Vicente",40.0,T1,"270,000€",1250.0,7
https://www.idealista.pt/en/imovel/33956092/,"T1 flat in rua do Sol a Santa Catarina, Nn, Santa Catarina, Misericórdia","rua do Sol a Santa Catarina, Nn, Santa Catarina, Misericórdia",44.0,T1,"197,500€",1455.0,4
https://www.idealista.pt/en/imovel/33370179/,"T1 flat in rua Martins Sarmento, 64, Centro, Penha de França","rua Martins Sarmento, 64, Centro, Penha de França",46.0,T1,"259,800€",1300.0,2
https://www.idealista.pt/en/imovel/33677556/,"T2 flat in rua do Chão da Feira, 15, Alfama, Santa Maria Maior","rua do Chão da Feira, 15, Alfama, Santa Maria Maior",84.0,T2,"295,000€",3250.0,1
https://www.idealista.pt/en/imovel/33845091/,"T1 flat in Lapa, Estrela","Lapa, Estrela",43.0,T1,"280,000€",1907.142857142857,7
https://www.idealista.pt/en/imovel/33886877/,"T1 flat in rua Castelo Branco Saraiva, 68, Centro, Penha de França","rua Castelo Branco Saraiva, 68, Centro, Penha de França",45.0,T1,"135,000€",1300.0,1
https://www.idealista.pt/en/imovel/33969701/,"T2 flat in Santa Engrácia, São Vicente","Santa Engrácia, São Vicente",56.0,T2,"290,000€",2136.8333333333335,6
https://www.idealista.pt/en/imovel/33304593/,"T1 flat in Santos-o-Velho - Madragoa, Estrela","Santos-o-Velho - Madragoa, Estrela",50.0,T1,"300,000€",1875.0,2
https://www.idealista.pt/en/imovel/33145538/,"T2 flat in Prazeres - Maria Pia, Campo de Ourique","Prazeres - Maria Pia, Campo de Ourique",74.0,T2,"275,000€",2032.111111111111,9
https://www.idealista.pt/en/imovel/33084983/,"T1 flat in Cais do Sodré - Santos, Misericórdia","Cais do Sodré - Santos, Misericórdia",40.0,T1,"170,000€",1803.3333333333333,15
https://www.idealista.pt/en/imovel/33867284/,"House in beco Viçoso, Nn, Boa Hora, Ajuda","beco Viçoso, Nn, Boa Hora, Ajuda",68.0,T2,"298,000€Parking included",1650.0,1
https://www.idealista.pt/en/imovel/33668458/,"T2 flat in rua da Quinta do Jacinto, Nn, Alvito - Quinta do Jacinto, Alcântara","rua da Quinta do Jacinto, Nn, Alvito - Quinta do Jacinto, Alcântara",44.0,T2,"238,000€",1635.0,6
https://www.idealista.pt/en/imovel/33880614/,"T1 flat in Lapa, Estrela","Lapa, Estrela",50.0,T1,"299,999€",1875.0,2
https://www.idealista.pt/en/imovel/33741333/,"T1 flat in rua do Sol à Graça, Graça, São Vicente","rua do Sol à Graça, Graça, São Vicente",43.0,T1,"240,000€",1537.5,4
https://www.idealista.pt/en/imovel/33752551/,"T2 flat in travessa do Oleiro, Santa Catarina, Misericórdia","travessa do Oleiro, Santa Catarina, Misericórdia",57.0,T2,"288,000€",2412.285714285714,7
https://www.idealista.pt/en/imovel/33964267/,"T1 flat in beco da Cardosa, 22, Alfama, Santa Maria Maior","beco da Cardosa, 22, Alfama, Santa Maria Maior",40.0,T1,"199,000€",2452.1290322580644,31
https://www.idealista.pt/en/imovel/33691556/,"T2 flat in rua Sousa Viterbo, Alto de São João - Alto do Varejão, Penha de França","rua Sousa Viterbo, Alto de São João - Alto do Varejão, Penha de França",70.0,T2,"269,000€",1807.0,6
https://www.idealista.pt/en/imovel/33815265/,"T2 flat in rua do Cruzeiro, Rio Seco - Casalinho, Ajuda","rua do Cruzeiro, Rio Seco - Casalinho, Ajuda",74.0,T2,"290,000€Parking included",1650.0,1
https://www.idealista.pt/en/imovel/33957421/,"T1 flat in beco das Cruzes, Alfama, Santa Maria Maior","beco das Cruzes, Alfama, Santa Maria Maior",49.0,T1,"210,000€",3460.0,3
https://www.idealista.pt/en/imovel/33643633/,"T2 flat in Campo de Santana - Santa Marta, Santo António","Campo de Santana - Santa Marta, Santo António",52.0,T2,"285,000€295,000 €3%",1910.0,7
https://www.idealista.pt/en/imovel/33830608/,"T1 flat in Rossio - Martim Moniz, Santa Maria Maior","Rossio - Martim Moniz, Santa Maria Maior",40.0,T1,"195,500€219,500 €11%",2452.1290322580644,31
https://www.idealista.pt/en/imovel/33764407/,"T1 flat in rua da Arrábida, Santa Isabel, Campo de Ourique","rua da Arrábida, Santa Isabel, Campo de Ourique",40.0,T1,"179,000€",1563.5,10
https://www.idealista.pt/en/imovel/33976726/,"T1 flat in Centro, Ajuda","Centro, Ajuda",51.0,T1,"272,000€",1500.0,1
https://www.idealista.pt/en/imovel/32699634/,"T1 flat in Lapa, Estrela","Lapa, Estrela",43.0,T1,"265,000€",1907.142857142857,7
https://www.idealista.pt/en/imovel/33789783/,"T1 flat in rua do Meio à Lapa, Lapa, Estrela","rua do Meio à Lapa, Lapa, Estrela",45.0,T1,"250,000€",1941.6666666666667,6
https://www.idealista.pt/en/imovel/33461228/,"T1 flat in travessa dos Pescadores, Cais do Sodré - Santos, Misericórdia","travessa dos Pescadores, Cais do Sodré - Santos, Misericórdia",42.0,T1,"218,000€",2500.0,4
https://www.idealista.pt/en/imovel/34081375/,"T2 flat in rua das Açucenas, Nn, Alto da Ajuda, Ajuda","rua das Açucenas, Nn, Alto da Ajuda, Ajuda",55.0,T2,"270,000€Parking included",1650.0,1
https://www.idealista.pt/en/imovel/34077448/,"T2 flat in Graça, São Vicente","Graça, São Vicente",62.0,T2,"300,000€",2136.8333333333335,6
https://www.idealista.pt/en/imovel/34081374/,"T1 flat in rua das Açucenas, Nn, Alto da Ajuda, Ajuda","rua das Açucenas, Nn, Alto da Ajuda, Ajuda",50.0,T1,"230,000€",1500.0,1
https://www.idealista.pt/en/imovel/34078464/,"T2 flat in Estrada de Benfica, São Domingos de Benfica","Estrada de Benfica, São Domingos de Benfica",77.0,T2,"295,000€",1408.4,10
https://www.idealista.pt/en/imovel/34078058/,"T1 flat in avenida Almirante Reis, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios","avenida Almirante Reis, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",48.0,T1,"292,000€",4000.0,1
https://www.idealista.pt/en/imovel/34075745/,"T2 flat in Mouraria - Castelo, Santa Maria Maior","Mouraria - Castelo, Santa Maria Maior",65.0,T2,"289,000€",3188.2285714285713,35
https://www.idealista.pt/en/imovel/34073318/,"T2 flat in rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade","rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade",76.0,T2,"290,000€",2075.0,2
https://www.idealista.pt/en/imovel/34073821/,"T1 flat in rua da Atalaia, Bairro Alto, Misericórdia","rua da Atalaia, Bairro Alto, Misericórdia",47.0,T1,"170,000€",1585.0,2
https://www.idealista.pt/en/imovel/34073785/,"T2 flat in rua Poiais de São Bento, Príncipe Real - São Bento, Misericórdia","rua Poiais de São Bento, Príncipe Real - São Bento, Misericórdia",56.0,T2,"274,000€",2366.6666666666665,3
https://www.idealista.pt/en/imovel/34072221/,"T1 flat in rua Pedro Alexandrino, Santa Engrácia, São Vicente","rua Pedro Alexandrino, Santa Engrácia, São Vicente",42.0,T1,"270,000€",3500.0,1
https://www.idealista.pt/en/imovel/34087379/,"T1 flat in rua do Benformoso, 190, Mouraria - Castelo, Santa Maria Maior","rua do Benformoso, 190, Mouraria - Castelo, Santa Maria Maior",40.0,T1,"200,000€",1530.0,3
https://www.idealista.pt/en/imovel/34087552/,"T1 flat in Arneiros, Benfica","Arneiros, Benfica",46.0,T1,"280,000€",2207.3333333333335,3
https://www.idealista.pt/en/imovel/33950236/,"T1 flat in rua do Carrião, Campo de Santana - Santa Marta, Santo António","rua do Carrião, Campo de Santana - Santa Marta, Santo António",43.0,T1,"245,000€",1813.3333333333333,3
https://www.idealista.pt/en/imovel/33694377/,"T1 flat in praça São Paulo, Cais do Sodré - Santos, Misericórdia","praça São Paulo, Cais do Sodré - Santos, Misericórdia",40.0,T1,"180,000€",1803.3333333333333,15
https://www.idealista.pt/en/imovel/34087230/,"T2 flat in travessa da Rabicha, Nn, Praça de Espanha - Sete Rios, Campolide","travessa da Rabicha, Nn, Praça de Espanha - Sete Rios, Campolide",63.0,T2,"275,000€",1730.75,8
https://www.idealista.pt/en/imovel/34085403/,"T1 flat in rua Mestre António Martins, Centro, Penha de França","rua Mestre António Martins, Centro, Penha de França",44.0,T1,"225,000€",1450.0,3
https://www.idealista.pt/en/imovel/34084783/,"T1 flat in rua Angelina Vidal, Anjos, Arroios","rua Angelina Vidal, Anjos, Arroios",47.0,T1,"299,000€",3128.0,1
https://www.idealista.pt/en/imovel/33539356/,"T2 flat in rua Feliciano de Sousa, Alvito - Quinta do Jacinto, Alcântara","rua Feliciano de Sousa, Alvito - Quinta do Jacinto, Alcântara",54.0,T2,"235,000€",1758.5714285714287,7
